id	type_object_name	stock_object_issue_price	stock_object_launch_date	stock_object_symbol
3d5ae320-5874-0ccb-0f70-00541f034ed8	潮宏基	33.00	2010-01-28	002345
f82b39aa-5cc9-53e1-eb71-3eb7ee1bc0e3	柘中股份	19.90	2010-01-28	002346
7b1664b3-6e23-f87d-e86f-7f2b5cae2bf9	泰尔股份	22.50	2010-01-28	002347
1f8f77b1-38f8-8eb8-69e0-78d678a25508	高乐股份	21.98	2010-02-03	002348
903ab6d5-3f93-f27d-9c31-45fe9f059f15	精华制药	19.80	2010-02-03	002349
3ea6decb-a4e4-6757-8a09-4cc051685e7b	北京科锐	24.00	2010-02-03	002350
480768e2-ddff-9046-67f0-21750eee1a72	漫步者	33.50	2010-02-05	002351
85f77346-6e09-41bf-e8d3-4bd1587fc475	顺丰控股	32.00	2010-02-05	002352
166c76bc-102c-60f2-740d-30e9d5392d39	杰瑞股份	59.50	2010-02-05	002353
056e6a90-a5e8-81a7-64b0-91e29a7d8a8a	天神娱乐	12.33	2010-02-09	002354
22ef2c2e-0c9a-3488-41e0-ecd954a37e0f	兴民智通	14.50	2010-02-09	002355
5491dfa3-ea26-eb8c-c923-27249ac8b092	赫美集团	36.50	2010-02-09	002356
95661da2-62b2-0910-5096-275d4a36f6da	富临运业	14.97	2010-02-10	002357
5d23d153-85d7-6467-23aa-8f03cae2b552	森源电气	26.00	2010-02-10	002358
8b09b107-4676-0543-3e13-6b46f28f9b78	齐星铁塔	16.98	2010-02-10	002359
43ba0e09-d996-dc73-5f67-68f85f3f0204	同德化工	23.98	2010-03-03	002360
926d0ece-8f41-b84f-3a96-0377dbc5365f	神剑股份	17.00	2010-03-03	002361
87bed3c0-ade4-4d9f-0d00-bfebfc31b274	汉王科技	41.90	2010-03-03	002362
146b8e71-1d7a-a2e1-1bbc-2aa81ca81263	隆基机械	18.00	2010-03-05	002363
9588775f-aad9-1333-4518-63cc016d675a	中恒电气	22.35	2010-03-05	002364
3b9c0307-8d59-6685-72b8-4f044842c62f	永安药业	31.00	2010-03-05	002365
d651d3bf-0e39-8534-fbc2-489cfaedf961	台海核电	15.00	2010-03-12	002366
6a920ee0-14ec-502d-f73b-02ead1f342ff	康力电梯	27.10	2010-03-12	002367
eb2025ab-0184-b326-f196-882aa312e718	太极股份	29.00	2010-03-12	002368
47affbc3-5e1f-026b-8aec-579238489c82	卓翼科技	22.58	2010-03-16	002369
6d34f199-f1b3-8628-0444-bd346349ca99	亚太药业	16.00	2010-03-16	002370
66c60738-61c9-3056-0ef7-9854fc0f423c	北方华创	33.00	2010-03-16	002371
621405ad-0384-a539-56d0-819f7c8b6b9a	伟星新材	17.97	2010-03-18	002372
c487ebc0-6432-6f6e-dea6-181062c401f1	千方科技	28.00	2010-03-18	002373
3f9f8cf6-0a44-9f28-b3a7-ab6cf8de2841	丽鹏股份	23.80	2010-03-18	002374
b2d294ba-d2d7-f5af-2043-6ef94cb89929	亚厦股份	31.86	2010-03-23	002375
9eb8a236-af9d-0f3c-93f9-b3fc4c0d30ce	新北洋	22.58	2010-03-23	002376
87ffac20-574e-d575-d623-cad51bdb9b67	国创高新	19.80	2010-03-23	002377
d324a5b0-a7e1-db0d-4789-d67337f7e2de	章源钨业	13.00	2010-03-31	002378
846b1c57-40b2-d97a-5bfa-502bd2eb03e9	宏创控股	33.00	2010-03-31	002379
9a9fd2a7-579d-4209-fc5e-dad30e948b26	科远股份	39.00	2010-03-31	002380
d60f150a-a69d-37a1-7f2f-79a4ec40262f	双箭股份	32.00	2010-04-02	002381
d23ef3b4-371a-d138-f5f0-1fd0452d53cc	蓝帆医疗	35.00	2010-04-02	002382
6451e9c6-71a3-c9e4-e2d7-346a4bfd82e4	合众思壮	37.00	2010-04-02	002383
963a3c32-99f7-abb8-df82-01520b6cb038	东山精密	26.00	2010-04-09	002384
40208b2c-361a-5666-4cec-69e0d9e8e2d1	大北农	35.00	2010-04-09	002385
a86f1477-20d3-0258-f76c-5d47b579c93d	天原集团	15.36	2010-04-09	002386
f934129b-ffc2-5d56-667d-482d962e46a9	黑牛食品	27.00	2010-04-13	002387
a21a368a-f883-b849-daad-95403b52e2d5	新亚制程	15.00	2010-04-13	002388
1eb9b26d-7a7f-a5d3-c7fd-2c9b25b1e5fa	南洋科技	30.00	2010-04-13	002389
8a63dfb7-8a58-efc7-b7e4-30dfedd7591d	信邦制药	33.00	2010-04-16	002390
0050dd45-bee8-4c2c-3a91-2531aa93d22f	长青股份	51.00	2010-04-16	002391
f9584935-e617-ab44-cdf1-1b7949f4a32b	北京利尔	42.00	2010-04-23	002392
a422f92e-3630-ba96-6036-b8b1c2297303	力生制药	45.00	2010-04-23	002393
4fe03811-2035-5537-1508-28bbaf7128ab	联发股份	45.00	2010-04-23	002394
780dede4-2581-0bca-6fe5-ca30c9f3481d	双象股份	25.00	2010-04-29	002395
83ae2842-f45d-1077-baed-df94be9c0cf7	星网锐捷	23.20	2010-06-23	002396
96d1f08b-a130-cc78-f1f5-8fb0eeaaf3a7	梦洁股份	51.00	2010-04-29	002397
e8906b6c-03e1-6439-570d-3b5af6aa63b4	建研集团	28.00	2010-05-06	002398
cf457f36-f357-23ae-eabf-eaaac4b59eed	海普瑞	148.00	2010-05-06	002399
449c96ce-5738-d994-3ae4-c9689b9d6763	省广股份	39.80	2010-05-06	002400
e0186a18-8cde-9b84-b2d8-d49e3590ff2e	中远海科	26.40	2010-05-06	002401
a9b1cb30-3fae-0e82-fefb-25c8d3ecb934	和而泰	35.00	2010-05-11	002402
f62346fd-4083-9bc5-e4e7-638cfbbf02ec	爱仕达	18.80	2010-05-11	002403
be6cccc0-d9f1-5a62-d8bf-eca9877e88b9	嘉欣丝绸	22.00	2010-05-11	002404
342c48d9-a17a-ec1c-02cb-fe7c6ca90c93	四维图新	25.60	2010-05-18	002405
35543b6e-a471-dfed-35e1-a02fe98c96cd	远东传动	26.60	2010-05-18	002406
85aab80c-1938-5c08-5f64-60be02f83641	多氟多	39.39	2010-05-18	002407
230ea113-1552-83fb-8b91-4d8f2f7861f7	齐翔腾达	28.88	2010-05-18	002408
3a117dfb-3916-507d-3266-b01451cfc72a	雅克科技	30.00	2010-05-25	002409
f6ccd884-8352-f104-0f6b-f7ac57edc8a6	广联达	58.00	2010-05-25	002410
afdd7dc7-9c1e-f7fb-8548-2d2ffd72d007	必康股份	25.80	2010-05-25	002411
389978d3-4eb7-7535-ffab-1a465ddf09dc	汉森制药	35.80	2010-05-25	002412
2bc40463-d932-0776-957a-8149e9a2ad3f	雷科防务	18.00	2010-05-28	002413
a99668d0-d305-24f7-9cb5-9cac0eaa696c	高德红外	26.00	2010-07-16	002414
bd467801-133f-145a-a393-6eecbd0e88e8	海康威视	68.00	2010-05-28	002415
5f54e003-c7f0-fb37-a7dc-11e8384593cc	爱施德	45.00	2010-05-28	002416
73f60ec5-c35a-208f-d23c-a07651309ba6	三元达	20.00	2010-06-01	002417
e6971494-8bb1-8935-4c61-b32845177a28	康盛股份	19.98	2010-06-01	002418
82a66e22-aab3-4fee-bd18-1b04f728df0a	天虹股份	40.00	2010-06-01	002419
cf5fca60-1077-b033-5e2e-20485c3d8daa	毅昌股份	13.80	2010-06-01	002420
310650f9-b563-8785-4ffe-71bfe146d7d5	达实智能	20.50	2010-06-03	002421
93742605-231c-cb57-02af-4e306f01bda1	科伦药业	83.36	2010-06-03	002422
dbf2b2bd-d722-ccf8-fa10-87d30f38dc78	中原特钢	9.00	2010-06-03	002423
70bafed3-c1c0-9a46-127a-029102fa5870	贵州百灵	40.00	2010-06-03	002424
b588301f-ae74-942b-222f-75c73b8b253d	凯撒文化	22.00	2010-06-08	002425
04192746-fecc-0d90-97c2-570d1fcd274a	胜利精密	13.99	2010-06-08	002426
7bce19c5-8cbd-8668-4419-67be348985fc	尤夫股份	13.50	2010-06-08	002427
915d1a97-4c26-eb79-51a6-a35b953bbe2d	云南锗业	30.00	2010-06-08	002428
69f5f4de-e34b-6f1b-8718-1bb691d86500	兆驰股份	30.00	2010-06-10	002429
091149e8-de57-8907-6b5f-509874f228f2	杭氧股份	18.00	2010-06-10	002430
47bdd09e-393d-2c19-2b85-db1f30dd679b	棕榈股份	45.00	2010-06-10	002431
6afe99da-aad4-3ac8-fbf1-bf5b25b8bf53	九安医疗	19.38	2010-06-10	002432
df4a1fd8-34ea-1061-5c5a-3a5cb5d0d200	太安堂	29.82	2010-06-18	002433
e3bb1e93-1e29-6a18-2877-e04e1b261312	万里扬	30.00	2010-06-18	002434
a19b7534-01fe-4191-cd37-61aa3ade81cc	长江润发	15.50	2010-06-18	002435
a292251f-7110-45da-94c9-52f88ae51f9d	兴森科技	36.50	2010-06-18	002436
f280458e-4c30-4047-9aba-c7ea86bae934	誉衡药业	50.00	2010-06-23	002437
8b5ebe9e-21d8-117d-3a1b-b7cca0f6c7ba	江苏神通	22.00	2010-06-23	002438
d3347166-c434-a736-895e-ac3223d8d1f2	启明星辰	25.00	2010-06-23	002439
7700ee17-1c6a-3f57-8702-80b5104a0fa2	闰土股份	31.20	2010-07-06	002440
02d4536a-972a-bf48-08c3-974c50673e13	众业达	39.90	2010-07-06	002441
41ad8f0b-6b6b-c0af-d421-c1bd6a020683	龙星化工	12.50	2010-07-06	002442
ff42f29b-8790-a5db-d02f-3c477b863644	金洲管道	22.00	2010-07-06	002443
886fbf08-8649-f66b-b503-da0ff89e766e	巨星科技	29.00	2010-07-13	002444
8e9d1e4d-7587-e0e4-b3d0-12a5af4c1d32	中南文化	18.80	2010-07-13	002445
4428b272-f234-9e2d-e10e-f22ba52a6fbf	盛路通信	17.82	2010-07-13	002446
f8abe112-eb22-a1bf-824a-6d28463cf482	壹桥股份	28.98	2010-07-13	002447
bec2386d-9707-9c90-f9b2-514a55c440a1	中原内配	21.80	2010-07-16	002448
08b39a98-6d64-5828-54bc-61a11b705294	国星光电	28.00	2010-07-16	002449
c549d98c-dd96-7382-aa7a-0fb201bd370e	康得新	14.20	2010-07-16	002450
a4a0f77e-e024-a21a-7404-dbb9372e87b4	摩恩电气	10.00	2010-07-20	002451
55d705ad-c6dd-124e-a325-1ded7cc84efa	长高集团	25.88	2010-07-20	002452
480261ea-b8d0-629b-cfec-a628522e3815	天马精化	14.96	2010-07-20	002453
1ffc036d-6058-322b-846c-3e6a63955515	松芝股份	18.20	2010-07-20	002454
3508a5a0-d7e4-e30e-d3b3-fed5f9614dcf	百川股份	20.00	2010-08-03	002455
1b91a656-236e-00d7-d3f0-8fa6137c6477	欧菲光	30.00	2010-08-03	002456
d8a2c85a-5d9a-68ba-1e75-ce044a5ec5d8	青龙管业	25.00	2010-08-03	002457
7e263648-01e1-0777-2ba8-db5e1e234c86	益生股份	24.00	2010-08-10	002458
2139cb77-7502-e689-a5e1-76dd82499591	天业通联	22.46	2010-08-10	002459
359d8868-4d87-4966-650b-e4295ed6e918	赣锋锂业	20.70	2010-08-10	002460
fe9f8b9e-7daf-59d1-68a2-6e849a875a9e	珠江啤酒	5.80	2010-08-18	002461
7b1f3835-e1be-83f4-5ba8-333c8f882270	嘉事堂	12.00	2010-08-18	002462
40be7d87-baff-2988-b0ab-5bec63121234	沪电股份	16.00	2010-08-18	002463
7df253f3-971e-9f10-c771-485e05317b4c	金利科技	15.50	2010-08-31	002464
9053e667-bab5-306e-e098-b722399f5962	海格通信	38.00	2010-08-31	002465
292d9fa6-28bf-fd0c-bdbc-1120002f2e7e	天齐锂业	30.00	2010-08-31	002466
a954717c-f4c6-dbe8-74e0-81576a63f860	二六三	26.00	2010-09-08	002467
221f33af-0152-b1f0-a10a-cbf6400eb13c	申通快递	12.50	2010-09-08	002468
5b564d2e-748d-f1a9-601f-2137f7f2aa38	三维工程	33.93	2010-09-08	002469
61c12459-3792-e800-62ef-2948b617538d	金正大	15.00	2010-09-08	002470
cb66356e-252d-53f7-d655-01e4704bed8d	中超控股	14.80	2010-09-10	002471
6b32e5fa-7cff-b4a9-3c9e-fc92b314cbbd	双环传动	28.00	2010-09-10	002472
5d190aa4-ea9a-103e-898a-ca7f6948fcd0	*ST圣莱	16.00	2010-09-10	002473
acf7744f-a5f9-9698-7599-db3a1342f93a	榕基软件	37.00	2010-09-15	002474
a1c16f2e-7492-6c50-5881-1c28c7abf1f0	立讯精密	28.80	2010-09-15	002475
1f8aa129-a369-7f5d-9047-63cf3df15d12	宝莫股份	23.00	2010-09-15	002476
a4931216-6f36-4fb2-e8ca-6f8746d40634	雏鹰农牧	35.00	2010-09-15	002477
488e004d-9b0e-4ca8-fab6-4b09826e0906	常宝股份	16.78	2010-09-21	002478
c0e438be-cf4c-ff34-a85d-38c2f1391e6a	富春环保	25.80	2010-09-21	002479
f29bdd73-f4d9-3e5d-ca1c-b89c49f8f8ad	新筑股份	38.00	2010-09-21	002480
f67a30a9-d258-12dd-af46-189851e86c47	双塔食品	39.80	2010-09-21	002481
f15e6b79-b7ca-04af-2b06-d2e2d1f36680	广田集团	51.98	2010-09-29	002482
04a154c7-c3a3-0060-6d0b-b1b9660a1b62	润邦股份	29.00	2010-09-29	002483
9595830f-49b9-8950-3580-61fbaa178ab7	江海股份	20.50	2010-09-29	002484
a97b18fc-4c72-66d1-afd8-7e0828f2b38b	希努尔	26.60	2010-10-15	002485
c281e141-7342-383a-cff6-0181824474df	嘉麟杰	10.90	2010-10-15	002486
2f49f069-7570-ab94-3d0f-656d1de522fc	大金重工	38.60	2010-10-15	002487
7ef57b6b-65b0-3a4f-2cb3-f86d1bad0942	金固股份	22.00	2010-10-21	002488
4a0c286f-f7c0-9eaf-c13b-279f4ae54e18	浙江永强	38.00	2010-10-21	002489
36d23a5b-b473-850d-819f-7d8efab86104	*ST墨龙	18.00	2010-10-21	002490
5554a846-241d-38a0-5180-739238b731ee	通鼎互联	14.50	2010-10-21	002491
143736ea-b833-e663-831e-30ce98be6276	恒基达鑫	16.00	2010-11-02	002492
44b032e4-2414-64e2-07b4-82655c7765d6	荣盛石化	53.80	2010-11-02	002493
a6440f9f-6f0f-6471-7606-bb9a71451bb5	华斯股份	22.00	2010-11-02	002494
159a0687-40eb-6e28-c4d7-78bd417a82b0	佳隆股份	32.00	2010-11-02	002495
5dbe7b68-884e-97d6-e79f-5cdb26f43e97	辉丰股份	48.69	2010-11-09	002496
eb365f1d-8a70-afbe-1f7c-1eb1683755eb	雅化集团	30.50	2010-11-09	002497
fb6955c0-c4f7-89b0-b58b-a8e6894e5c75	汉缆股份	36.00	2010-11-09	002498
5e45f32d-c700-f20a-6b6d-08403afe41e5	科林环保	25.00	2010-11-09	002499
0bae6949-18fe-e69a-7f8c-47ec22b86cb1	山西证券	7.80	2010-11-15	002500
2a502884-597a-3323-90d5-015a655b50dc	利源精制	35.00	2010-11-17	002501
7baa6168-ab3f-aa6d-aeee-3fc05d4b3f89	骅威文化	29.00	2010-11-17	002502
1970a009-57dd-1b97-6c34-f949cc6e7a8c	搜于特	75.00	2010-11-17	002503
d23c698e-f30e-0b07-297a-6e9b0abc7ff2	*ST弘高	16.00	2010-11-18	002504
9a3507ea-7016-04c8-0d25-a3d23fed984a	大康农业	24.00	2010-11-18	002505
9b8d1d96-b283-483c-02c3-b373b266bc19	协鑫集成	36.00	2010-11-18	002506
d197b4ef-907f-63c0-c4a1-be4b57e584f2	涪陵榨菜	13.99	2010-11-23	002507
9afc5322-9ab8-724c-3dda-455fc352f3b3	老板电器	24.00	2010-11-23	002508
b8875d35-6e54-1c7c-9578-ed678e1e3afe	天广中茂	20.19	2010-11-23	002509
c24d508e-9dd6-51ae-48d6-0f04b1ffa2a7	天汽模	17.50	2010-11-25	002510
093c1773-0405-f3d9-eacd-5abcff90f5c5	中顺洁柔	38.00	2010-11-25	002511
9d43b7c7-520b-9314-a915-7e0a6dbbec9d	达华智能	26.00	2010-12-03	002512
d278f5d3-8d98-02c6-bd08-acc6b688a588	蓝丰生化	43.20	2010-12-03	002513
71eeea6d-5ab1-4b84-768b-9e21b17be35c	宝馨科技	23.00	2010-12-03	002514
ad2761fc-ab63-4e0b-b49d-d5b2c35104b1	金字火腿	34.00	2010-12-03	002515
58e9b03c-1d5a-679b-32da-673e9187b305	旷达科技	20.10	2010-12-07	002516
a4fd8378-1ed5-c916-afdd-52a201c612bc	恺英网络	20.00	2010-12-07	002517
3b5b34d1-f942-3c1d-a06a-624c53ce2e72	科士达	32.50	2010-12-07	002518
00f4a4b3-b852-fab1-1430-f8b90c29164f	银河电子	36.80	2010-12-07	002519
614c3ec4-48a7-2109-e478-d00a06edec97	日发精机	35.00	2010-12-10	002520
5ba43107-a201-d19e-b2be-e15a442e2622	齐峰新材	41.50	2010-12-10	002521
88c94321-bcb1-dc53-cbd5-68654b88010f	浙江众成	30.00	2010-12-10	002522
e308d1fb-9864-3297-321c-e33ef1257328	天桥起重	19.50	2010-12-10	002523
5d1748e2-e480-d7ca-98c6-56ccab492cd2	光正集团	15.18	2010-12-17	002524
71ae3905-c136-8162-aa32-077168897a10	胜景山河	34.20	 	002525
adab9235-b26e-28ba-dc27-c96d1091934d	山东矿机	20.00	2010-12-17	002526
901cb40a-a889-f0c2-e4d1-a7b3991da3fa	新时达	16.00	2010-12-24	002527
bccb054f-129d-5dd3-b1fe-4ef029d87b0a	英飞拓	53.80	2010-12-24	002528
1f43f228-a2bc-07ad-5ccd-6a835faefa82	海源机械	18.00	2010-12-24	002529
303a4d81-9bea-3c31-3372-a28ba926b479	金财互联	12.00	2010-12-31	002530
f529e50d-0d0e-7a7e-e5fd-5d5b7f788772	天顺风能	24.90	2010-12-31	002531
e860175c-2e38-a05f-9c9e-81c03d19bb93	新界泵业	32.88	2010-12-31	002532
a458e855-6fb5-f3a0-9a1e-535eadfa2e62	金杯电工	33.80	2010-12-31	002533
5c363fc0-5174-e6c9-6eb4-af0b5b5a4179	杭锅股份	26.00	2011-01-10	002534
ca13c062-2f3e-1b93-ce46-ee50a80078c9	林州重机	25.00	2011-01-11	002535
e71d62dc-db8b-49b6-89a2-f9a132df963a	西泵股份	36.00	2011-01-11	002536
3a3ff377-763e-e772-20ae-68d10be37a5e	海立美达	40.00	2011-01-10	002537
c88a2ed2-b7ee-affc-b605-0d71da23c561	司尔特	26.00	2011-01-18	002538
c1e98863-6187-5a26-c566-ffde3332dd16	云图控股	33.88	2011-01-18	002539
76d7d6a9-9f12-1459-b60d-410b1abee037	亚太科技	40.00	2011-01-18	002540
f5631f16-2231-10df-a57b-871f09744d1b	鸿路钢构	41.00	2011-01-18	002541
2f831ac3-65fb-98aa-f6a0-c0744b4bb680	中化岩土	37.00	2011-01-28	002542
98ec0036-563e-6b65-c524-3f2088f71d5a	万和电气	30.00	2011-01-28	002543
ee7576c5-d45e-cb72-9298-9a27b4525c56	杰赛科技	28.00	2011-01-28	002544
f8c8694c-2139-12b2-c859-f5765cb573db	东方铁塔	39.49	2011-02-11	002545
9edae625-8aa2-d523-2121-e09b64ce162b	新联电子	33.80	2011-02-11	002546
1468b9b3-4a85-ca8b-7745-0abc2712ff53	春兴精工	16.00	2011-02-18	002547
812ad555-476f-3b91-2dfe-e5512c04e98a	金新农	24.00	2011-02-18	002548
f2592e36-4e3f-ae2f-248c-8950b72defac	凯美特气	25.48	2011-02-18	002549
aa282298-d75e-e5d2-8f6c-ac488694fd6c	千红制药	32.00	2011-02-18	002550
27925511-bac1-8f94-2302-ab194b60b6dd	尚荣医疗	46.00	2011-02-25	002551
a8471b4f-ffb0-4503-8e16-d7a96933b998	宝鼎科技	20.00	2011-02-25	002552
76d87f69-e8e2-2a37-2f77-168f21d56721	南方轴承	17.00	2011-02-25	002553
0b3d7de9-e884-6d5c-2b0a-a85f6521f008	惠博普	26.00	2011-02-25	002554
f52ca874-91d4-ec17-7bf4-ec478b0b73dd	三七互娱	35.00	2011-03-02	002555
3d167b34-4c4b-d622-cda6-dfef5695f02c	辉隆股份	37.50	2011-03-02	002556
1e96f2b1-81d2-5851-d455-f7b4336c74ee	洽洽食品	40.00	2011-03-02	002557
89c49286-cc01-e55b-02e1-6a63dde26dad	巨人网络	30.00	2011-03-02	002558
dbf798f1-7f9f-a14e-3c6e-fb3e1a012e44	亚威股份	40.00	2011-03-03	002559
22b1a5dc-d5be-765d-eb87-8809f4019aa1	通达股份	28.80	2011-03-03	002560
7f9bac4f-a4a1-dc55-574d-3a59cf4fcc44	徐家汇	16.00	2011-03-03	002561
a8756861-1298-1842-7c6f-0d99bf7faed2	兄弟科技	21.00	2011-03-10	002562
10182cf8-b77b-6ae4-cd5f-a1b5941a62af	森马服饰	67.00	2011-03-11	002563
4973bbf9-28a6-bfc7-d044-82cabf6b54c8	天沃科技	29.50	2011-03-10	002564
07aeafae-267b-c530-0ac6-dc3ad5867069	顺灏股份	31.20	2011-03-18	002565
2140acc6-886a-b15b-52f9-b44aecd62e5f	益盛药业	39.90	2011-03-18	002566
5652a712-8fa7-648d-3126-69d61b8826a8	唐人神	27.00	2011-03-25	002567
1e50e9e7-546b-b803-2bf6-f86268140cd8	百润股份	26.00	2011-03-25	002568
1e2b5ff2-9826-ea79-68b4-61b0e30b07e4	步森股份	16.88	2011-04-12	002569
fad2b64e-ba0c-bb4e-64d4-d205d798a0f1	贝因美	42.00	2011-04-12	002570
9dc71401-86f6-67ef-eeff-2a5cfacc5a8f	*ST德力	28.80	2011-04-12	002571
3dbf8120-ffdb-9535-6bcd-fd2f496f3630	索菲亚	86.00	2011-04-12	002572
c579fde7-87f0-73d8-cd32-8b2fafa7fac4	清新环境	45.00	2011-04-22	002573
cfa8e54c-4a3e-bda8-a8b0-1c911ab7b8b5	明牌珠宝	32.00	2011-04-22	002574
a6f6432f-e563-b39b-3b09-a44b8e2b106b	群兴玩具	20.00	2011-04-22	002575
757a256b-6bba-48ac-ec52-bbeece4fcf3f	通达动力	19.00	2011-04-28	002576
e120ca9b-3fff-44b0-3070-c890b451e609	雷柏科技	38.00	2011-04-28	002577
2a238a3c-1ad6-0d67-53bf-260137045d04	闽发铝业	15.18	2011-04-28	002578
6b14ff26-a83b-b873-ff5b-3696b4018752	中京电子	17.00	2011-05-06	002579
6c471d26-faaa-88a5-1b6c-b0a409db3f15	圣阳股份	25.80	2011-05-06	002580
af32b657-e099-bb94-7930-57fdfeb85288	未名医药	19.00	2011-05-20	002581
04036998-77cd-67ac-933d-3252f57f40d0	好想你	46.00	2011-05-20	002582
ea178e45-5433-604d-a512-55ccff6dcde5	海能达	19.90	2011-05-27	002583
1eeacf23-709a-2fb6-e797-628b019de766	西陇科学	12.50	2011-06-02	002584
592f70e9-4b07-3913-09f3-0389e7a5e84b	双星新材	55.00	2011-06-02	002585
9f61ee8f-f7fa-034f-3c0a-7cc679017b9c	围海股份	19.00	2011-06-02	002586
94c3c7d3-beff-4e2d-564d-7b6d6f58b21d	奥拓电子	16.00	2011-06-10	002587
1c8ea280-993f-6a64-9af6-34d1d6e4d439	史丹利	35.00	2011-06-10	002588
c4b4a6bd-6008-c886-403e-2438819276bc	瑞康医药	20.00	2011-06-10	002589
dd9e0da6-c866-0b26-0079-588859fbab01	万安科技	15.60	2011-06-10	002590
c0e473a5-338e-c400-8ad7-bb723024054d	恒大高新	20.00	2011-06-21	002591
e5f44c5c-8093-29b5-b803-7805399709d2	八菱科技	17.11	2011-11-11	002592
7307e360-3a66-0565-a3d7-e6e468f934c9	日上集团	12.88	2011-06-28	002593
659b2d8a-c843-b490-4233-376984d787c6	比亚迪	18.00	2011-06-30	002594
4e31e79d-10f0-b8cc-bb1d-cc9c19d6dfe0	豪迈科技	24.00	2011-06-28	002595
227b1192-a26e-5dd9-1e47-766c1b5f925c	海南瑞泽	12.15	2011-07-07	002596
3faa6ecc-3a26-7e83-270c-639d5f144664	金禾实业	21.50	2011-07-07	002597
7a5fc2da-4757-ccc1-2209-de8de122dc22	山东章鼓	10.00	2011-07-07	002598
57d5c7bd-2d23-6979-7409-61b806ea42c4	盛通股份	10.00	2011-07-15	002599
27e2fde0-4f63-3f3f-c44d-16910ba3fde4	江粉磁材	8.00	2011-07-15	002600
adec8ab7-93ea-ce84-a50e-495ae017359a	龙蟒佰利	55.00	2011-07-15	002601
5f797998-bfa5-b4fe-cb42-696f9e3cbbe0	世纪华通	23.00	2011-07-28	002602
2b2194e9-a221-d7b7-8d5d-bb1c17057408	以岭药业	34.56	2011-07-28	002603
1625e5e8-3be6-8a01-413c-1826f5caca77	龙力生物	21.50	2011-07-28	002604
036d8635-4d69-4a9a-4d9e-4d59901fac56	姚记扑克	21.00	2011-08-05	002605
fbe87a9b-d15e-2430-5fa0-1a99b7f3ed0f	大连电瓷	17.00	2011-08-05	002606
cee855a9-5978-6151-b4ce-334b6bbd48e7	亚夏汽车	22.35	2011-08-10	002607
93e71b71-a8e9-e893-127b-4dbd276d4927	江苏国信	22.11	2011-08-10	002608
6452397b-c3e6-0268-d07c-3d06f3f5e4d5	捷顺科技	14.50	2011-08-15	002609
6319470a-7b8e-6284-aa49-aceab7451b19	爱康科技	16.00	2011-08-15	002610
3f0a28ce-f164-d06a-b518-e6c8f23d8460	东方精工	15.50	2011-08-30	002611
852d5fff-8d79-91d2-22e4-b3ef356f1e07	朗姿股份	35.00	2011-08-30	002612
0ad1933f-c8f2-17bf-82bb-e54239de3faa	北玻股份	13.50	2011-08-30	002613
4690f3c6-8a0c-115e-b1f1-55f2fa27d96a	奥佳华	52.00	2011-09-09	002614
6bfbff9c-209b-87a0-28be-022f74b2f07e	哈尔斯	18.00	2011-09-09	002615
b35728eb-fb96-11da-71e9-b6f7219d858f	长青集团	17.80	2011-09-20	002616
ef6fd198-7e3f-4cc3-54c6-7c8dcca61ade	露笑科技	18.00	2011-09-20	002617
677c2e08-5c98-4c12-5435-001c69659f21	丹邦科技	13.00	2011-09-20	002618
9fd73478-73ea-83b9-0ec5-a2512b595e2e	巨龙管业	16.15	2011-09-29	002619
a2566183-225c-7c98-3497-51dc78b14085	瑞和股份	30.00	2011-09-29	002620
4b110ab8-6bae-c913-849c-bc74a43b7c8b	三垒股份	24.00	2011-09-29	002621
b971cbbd-b5c2-8746-4209-f5f1083f1f0f	融钰集团	20.00	2011-10-18	002622
5b1a78c0-a225-6161-e711-76faaa7f8c0d	亚玛顿	38.00	2011-10-13	002623
f700d456-1c1f-9984-77ed-281b44e45799	完美世界	11.20	2011-10-28	002624
a452d50c-2d39-39e4-960d-bdc87a31b4f8	光启技术	11.18	2011-11-03	002625
d0f99a6b-a596-b4b8-98da-81cf103c9eac	金达威	35.00	2011-10-28	002626
2514bf2d-0ac1-9edb-9455-dead88ec9fc8	宜昌交运	13.00	2011-11-03	002627
e48008bf-872b-582a-57e7-1479057bb744	成都路桥	20.00	2011-11-03	002628
47e0d875-8a14-2d4d-454f-aee64f7fb20b	仁智股份	15.00	2011-11-03	002629
5d3fff4a-9829-bc66-9ee4-4328f558aa74	华西能源	17.00	2011-11-11	002630
ec94f3c3-981e-f41b-5bbe-647684025883	德尔未来	22.00	2011-11-11	002631
63915075-60cd-941e-0cb3-d164a2322978	道明光学	23.00	2011-11-22	002632
2e8a636e-c8a5-65bd-b4d5-6ee6c810cd1b	申科股份	14.00	2011-11-22	002633
bbc21687-b9c4-9d63-70a3-94e4318a4e86	棒杰股份	18.10	2011-12-05	002634
77e1db8c-dfda-77d4-5fe1-f29cf1dc77a3	安洁科技	23.00	2011-11-25	002635
fb5601f9-8a58-4506-2c46-0df41b484818	金安国纪	11.20	2011-11-25	002636
6eab9a3c-09bf-c0b1-71bb-304f88819fe6	赞宇科技	36.00	2011-11-25	002637
0969b0ee-0f08-7ea7-7509-6ab09be13031	勤上股份	24.00	2011-11-25	002638
8383c1b7-37e0-ad66-aac5-886c598836b0	雪人股份	19.80	2011-12-05	002639
9fa9048d-6d23-00eb-958e-15d8426a82e0	跨境通	25.80	2011-12-08	002640
